question_id,question,opa,opb,opc,opd,ans
4802,"A 36-year-old woman presents with swelling in her neck that she first noticed 3 months ago. She also complains of intermittent watery diarrhea over the same time period. Physical examination reveals a nontender nodule in the left lobe of the thyroid. The patient's mother died of thyroid cancer 8 years ago. The thyroid nodule is found to be ""cold"" by radioiodine scintiscan. A needle biopsy of the nodule reveals malignant cells and homogeneous eosinophilic material The tumor in the patient described in Question 38 is removed, and a section stained with Congo red reveals birefringent amyloid stroma. Genetic studies show that this patient has a familial cancer syndrome. In addition to hyperparathyroidism, the patient is advised that she is at risk of developing which of the following neoplastic diseases?",Craniopharyngioma,Follicular adenoma of thyroid,Neuroblastoma,Pheochromocytoma,3
4167,Malignant potentilal is least with which of the following gastrointestinal neuroendocrine tumor:,Insulinoma,Glucagonoma,VIPoma,Somatostatinoma,0
3763,Spongiform changes in astrocytic tumor with neuronal loss is seen in?,Prion disease,Alzehimer's disease,Parkinson's disease,Amyloidosis,0
434,"Pro-inflammatory cytokines are:
(A)IL-1
(B)1L-2
(C)IL- 4
(D)IL- 6,
(E)IL- 8",ABC,CAB,ADE,BAC,2
5904,CD 5 lymphocyte is found in -,Hairy cell leukemia,Burkitt lymphoma,Follicular cell lymphoma,Mantle cell lymphoma,3
5483,The macrophage to epitheliod conversion in Mycobacterium tuberculosis infection is mediated by:,TNF alpha,IFN-g,IL-4,TGF-Beia,1
6422,"Retinoblastoma gene is ,located on chromosome:",13,14,17,22,0
669,"A 55-year-old obese woman (body mass index =33 kg/m2) complains of declining visual acuity Funduscopic examination shows peripheral retinal microaneurysms. Urinalysis reveals 3+ proteinuria and 3+ glucosuria. Serum albumin is 3 g/dL, and serum cholesterol is 350 mg/dL. These clinicopathologic findings are best explained by which of the following mechanisms of disease?",Anti-insulin antibodies,Increased peripheral insulin uptake,Irregular insulin secretion,Peripheral insulin resistance,3
7012,5-year old male child presented to AIIMS pediatrics OPD with severe transfusion requiring anemia and Jaundice. On examination Liver and spleen were palpable 5 cm below the costal margin. Peripheral smear analysis showed the following? What is your diagnosis?,Nutritional anemia,Aplastic anemia,Autoimmune hemolytic anemia,Thalassemia,3
3846,Best marker for GIST is,CD117,DOG 1,CD 34,CD 43,0
1103,Father has a blood group B : Mother has AB : Children are not likely to have the following blood group -,0,A,B,AB,0
6810,End stage Lung disease seen in -a) Sarcoidosisb) Interstitial lung diseasec) Langerhans cell histiocytosisd) Aspergillosise) Asbestosis,bcde,abce,acde,abde,1
7005,A 20-year-old man is examined by a new family physician who discovers numerous pigmented patches and pedunculated skin tumors on his chest. Biopsy of a tumor discloses a benign neoplasm derived from Schwann cells. Neither the patient's father nor mother shows signs of this disease. The patient is at increased risk of developing which of the following malignant neoplasms?,Ganglioneuroma,Glioblastoma multiforme,Neurofibrosarcoma,Serous cystadenocarcinoma,2
332,A 70-year-old male has a pathologic fracture of femur. The lesion appears a lytic on X-rays film with a circumscribed punched out appearance.The curetting from fracture site is most likely to show which of the following?,Diminished and thinned trabecular bone fragments secondary to osteopenia,Sheets of atypical plasma cells,Metastatic prostatic adenocarcinoma,Malignant cells forming osteoid bone,1
5506,Scar in lung tissue develops into:,Adenocarcinoma,Oat cell carcinoma,Squamous cell carcinoma,Columnar cell carcinoma,2
2783,"A 27-year-old male presents with a testicular mass, which is resected and diagnosed as being a yolk sac tumor. Which one of the listed substances is most likely to be increased in this patient's serum as a result of being secreted from the cells of this tumor?",Acid phosphatase,a fetoprotein (AFP),Alkaline phosphatase,b-human chorionic gonadotropin (b-hCG),1
390,"Vasoactive amine, involved in inflammation is -",dopamine,adrenaline,Angiotensin,Histamine,3
3539,Irreversible change staing in MI in myocardium is seen in:,Few seconds,10 minutes,20 minutes,40 minutes,2
6697,Most common posterior mediastinal tumour is:,Neurogenic tumour,Thymoma,Cyst,Lymphoma,0
6116,Popkorn cells are found in,Hodgkins Lymphoma,Non Hodgekins lymphoma,Multiple myeloma,Iron deficiency anaemia,0
4960,Lipschutz bodies are seen in ?,Hodgkin's disease,Viral hepatitis,Herpes,Yellow fever,2
6819,Which of the following is seen in hyperemia?,Decreased arteriolar blood flow to the tissue,Increased arteriolar blood flow to the tissue,Increased venous blood flow in the tissue,Decrease venous blood flow in the tissue,1
5644,Immunological reaction against transplanted organ is mediated by-,B-cells,NK cells,T-cells,Granulocytes,2
531,Which is not a tumor Suppressor gene-,WT-1,RB,P53,RAS 902,3
2241,Which of the following is organ specific -,SLE,RA,Good pasture's syndrome,PAN,2
5894,"On chest radiology, ""egg-shell calcification"" is seen in:",Asbestosis,Silicosis,Coal-worker pneumoconiosis,Berylliosis,1
7857,A 28-year-old woman with cystic fibrosis presents with increasing shortness of breath and production of abundant foul-smelling sputum. The sputum in this patient is most likely associated with which of the following pulmonary conditions?,Atelectasis,Bronchiectasis,Empyema,Pneumothorax,1
7191,Most common age group affected with Infantile Colic is between,0-3 months,4-6 months,7-9 months,10-12 months,0
2082,Which of the following increases the susceptibility to coronary aery disease?,Nephrotic syndrome,Von willebrand disease,Type V hyperlipoproteinemia,Systemic lupus erythematosus,0
2906,Nitroblue tetrazolium test is used for ?,Phagocytosis,Complement,T cell,B cell,0
8688,Most important indicator of malignancy in smooth muscle tumors is:,Mitotic index,Atypia,Necrosis,Cellularity,0
5888,Most common carcinoma of breast is -,Ductal carcinoma,Colloid carcinoma,Lobular carcinoma,Sarcoma phylloides,0
117,Cell-cell desmosomal junctions are formed by,E-cadherins,Connexons,Catenin,Integrins,0
4933,Which antibody is a/w the condition showing following features?,Anti ds. DNA,Anti-Ro,Anti CCP,Anti SCL - 70,3
3490,The Fenton reaction leads to free radical generation when -,Radiant energy is absorbed by water,Hydrogen peroxide is formed by myeloperoxidase,Ferrous ions are conveed to ferric ions,Nitric oxide is conveed to peroxynitrite anion,2
1037,Null cells constitute what percentage of peripheral lymphocytes?,0-1,5-Feb,10-May,15-20,2
5319,"In MI, which enzyme is raised in 4 to 6  hrs and decreases in 3 to 6 days -",SGOT,LDH,CPK,SGOT,2
484,The histology of Lobular carcinoma of breast reveals-,Single file pattern,Pleomorphic cells in sheets,Clustersl/lslands of cells with mucous lakes,Solid syncytium like sheets,0
5193,Which of the following hereditary hyperbilirubinemia is most fatal:,Dubin Johnson syndrome,Rotor syndrome,Crigler - Najjar syndrome type I,Crigler - Najjar syndrome type II,2
8155,pANCA is sensitive and specified for?,Post streptococcal glomerulonephritis,Idiopathic cresentic glomerulonephritis,Diffuse glomerulosclerosis,Diffuse glomerulosclerosis,1
468,Which of the following is a chemotactic factor:,Prostaglandins,Prostacyclins,Thromboxanes,Leukotrienes,3
657,"Fundoscopy of an HIV infected patient shows Pizza Pie Appearance, An Upper GI endoscopy biopsy specimen of the same patient for dysphagia shows the following. What is the likely diagnosis?",Candidiasis,Herpes,CMV,Eosinophilic Esophagitis,2
2949,"In Myasthenia gravis, antibodies are present against",Muscarinic receptor proteins,Nicotinic receptor proteins,Protein actin,Protein myosin,1
2590,Alkaline phosphatase is a tumor marker of which tumor?,Seminoma,Embryonal carcinoma,Yolk sac tumor,Embryonal sinus tumor,0
199,Cafe-au-lait spots on the skin are characteristic of,Addision's disease,Peutz-Jeghers syndrome,Von recklinghausen disease,Hyper pituitarism,2
8604,Prolonged parasitism in malaria is due to -,Antigenic variation,Intracellularity of parasite,Immunosuppression,Sequestration,1
4770,Which of the following is not a feature of megaloblastic anaemia: September 2010,Thrombocytopenia,Megakaryocytes,Reticulocytosis,Howell-jolley bodies,2
2578,DIC is common in which AML?,Nonocytic (M5),Promyelo cytic (M3),Erythrocytic (M6),Megakaryocytic (M7),1
8042,Malignancy of the Breast is likely to be associated with -,Sclerosing adenosis,Atypical epithelial hyperplasia,Cystic change,Apocrine metaplasia,1
1770,Marker of Melanoma is -,S100,Ck 20,MTLF,Vimentin,0
7771,Kimmelstiel-wilson disease is diagnostic of -,Diabetic glomerulosclerosis,Hypertension benign,Malignant hypertension,Amyloidosis,0
1463,"In sickle cell anaemia, the mutational event responsible for the mutation for beta chain is -",Crossing over,Point mutation,Inseion,Deletion,1
40,Hb - Barts is,α2 β2,αo β4,αo γ4,α2 γ2,2
8500,Enzyme that protects the brain from free radical injury is:,Myeloperoxidase,Superoxide dismutase,NADPH oxidase,Hydroxylase,1
6316,Which part of the IgE antibody is responsible for binding to mast cells and basophils?,Light chain,Immunoglobulin fold,Fc region,Complement binding site,2
3460,JC virus causes,Progressive Multifocal Leukoencephalopathy (PML),Subacute Sclerosing Panencephalitis (SSPE),Subacute Encephalitis,Tropical spastic paraparesis,0
3174,PNH due to defect in -,CD 59,CD 15,CDIOO,CD20,0
4983,Warthin Finkeldey giant cells are seen in?,Tuberculosis,Sarcoidosis,Herpes,Measles,3
3735,"A person taking an oral sulfonamide is found to have a markedly decreased peripheral blood neutrophil count, but the numbers of platelets and erythrocytes are normal. If the peripheral neutropenia is the result of antineutrophil antibodies being produced in response to taking the sulfonamide, then this patient would be expected to have",An atrophic spleen,Decreased vitamin B12 levels,Hypoplasia of the bone marrow myeloid series,Hyperplasia of the bone marrow myeloid series,3
2741,A 10 yr old boy with mass in the abdomen. On imaging the paraaortic LN is enlarged. On biopsy starry sky appearance is seen. What is the underlying abnormality?,p53 gene mutation,RB gene mutation,Translocation involving BCR-ABL genes,Translocation involving MYC gene,3
3508,"An 11-year-old girl becomes infected with hepatitis A and experiences mild nausea for 1 week. On physical examination, she has minimal right upper quadrant tenderness and scleral icterus. Laboratory findings include a serum AST of 68 U/L, ALT of 75 U/L, and total bilirubin of 5.1 mg/dL. Her laboratory findings most likely result from which of the following changes in her hepatocytes?",Cell membrane defects,Lysosomal autophagy,Mitochondrial swelling,Nuclear chromatin clumping,0
5108,"A nineteen year old female with sho stature, wide spread nipples and primary amenorrhoea most likely has a karyotype of -","47, )0(+18","46, XXY","47, XXY",45 X,3
1450,Hyaline aeriosclerosis is seen in which of the following conditions: September 2008,Tuberculosis,Hypeension,Syphilis,Leprosy,1
3820,Microarray is used to,Study multiple genes,Study disease,Study organism,Study blood group,0
1141,"A patient presents with respiratory symptoms, i.e. cough, hemoptysis and glomerulonephritis. His c-ANCA levels in serum were found to be raised. The most likely diagnosis is",Goodpasture’s syndrome,Classic polyarteritis nodosa,Kawasaki’s syndrome,Wegener’s granulomatosis,3
4260,Not to be used in the treatment of thrombotic thrombocytopenic purpura (TTP)-,Coicosteroids,Immunotherapy,Plasmapheresis,Platelet transfusion,3
8678,RPGN caused by -a) FSGSb) Wegener's granulomatosisc) Good pasteur's syndromed) PANe) Microscopic polyangitis,bce,abd,abcd,bcde,3
6976,Lymphocytic colitis -,Bloody diarrhoea,Intra epithelial lymphocytes,Lymphocytes is stools,Through Ileoscopy look for peyer's patches,1
3947,The most common site of origin for venous thrombi leading to pulmonary embolism is,Ascending aorta,Portal vein,Deep leg veins,Right atrium,2
7737,Which of the following act as a tumour suppressor gene?,Myc,Fos,Ras,Rb,3
2655,BRAF gene mutation is seen in?,Breast carcinoma,Melanoma,Osteosarcoma,Prostate carcinoma,1
5066,The inheritance pattern of dentinogenesis imperfecta is,Homozygous,Autosomal dominant,Recessive,X-linked recessive,1
7898,"""Rossette"" shaped arrangement of cells are seen in one of the following conditions:",Thecoma ovary,Ependymoma,Neurofibroma,Lymphoma,1
6796,Following splenectomy which cell increased,Lymphocytes,Monocytes,Neutrophils,Plateles,3
2834,Host receptor for streptococcus pyogenes is?,CD4,CD21,CD44,CD46,3
3399,Which of the following is an X-linked dominant disorder?,Vitamin D resistant rickets,Familial hypercholesterolemia,Red green color blindness,Achondroplasia,0
5920,Ig seen in breast milk & secretions:,IgA,IgE,IgG,IgD,0
1080,The aganglionic segment is encountered in which part of the colon in case of Hirschsprung disease -,Distal to dilated segment,In Whole colon,Proximal to dilated segment,In the dilated segment,0
6276,Lack of reaction to our own HLA ( human leukocyte antigen ) is known as?,Autoimmunity,Clonal selection,Tolerance,Complement system,2
3745,Which of the following type of cells are predominantly seen in the myocardial tissue within 48 hours of MI?,Macrophages,Neurophils,Fibroblasts,Monocytes,1
2505,40 year old female came to gynae OPD with a complaint of genital ulcer. Physical examination reveals desquamated epithelium and inflammed ulcer bed . Histopathological examination of the inflammatory exudate reveals multinucleated squamous cells with eosinophilic to basophilic viral inclusions with ground glass apearance. Which of the following is most likely the cause ?,Candida albicans,Herpes simplex Virus,Molluscum contagiosum,Gardnerella vaginalis,1
